Order_ID,Customer_Age,Food_Category,Order_Amount,Location,Order_Time,Delivery_Time_Min,Payment_Method,Restaurant,Discount,Rating
106201,41,Pizza,276,Chennai,Evening,19,Cash on Delivery,Saravana Bhavan,50,5
106202,31,Pizza,743,Bangalore,Dinner,20,UPI,Local Kitchen,50,3
106203,54,Fast Food,905,Madurai,Dinner,37,Wallet,Dominos,100,4
106204,39,North Indian,507,Coimbatore,Late Night,15,Cash on Delivery,Hotel Aryaas,20,4
106205,22,North Indian,413,Bangalore,Lunch,33,Wallet,Local Kitchen,30,4
106206,56,Biryani,375,Coimbatore,Dinner,29,Wallet,Burger King,100,4
106207,28,North Indian,372,Bangalore,Lunch,48,UPI,Dominos,75,4
106208,30,Fast Food,682,Trichy,Lunch,50,Wallet,Dominos,75,5
106209,31,Chinese,340,Chennai,Evening,37,UPI,Burger King,75,5
106210,20,Fast Food,489,Madurai,Breakfast,27,Debit Card,Chinese Wok,75,4
106211,34,North Indian,388,Madurai,Evening,35,Cash on Delivery,Saravana Bhavan,20,5
106212,24,Biryani,800,Coimbatore,Evening,43,UPI,Anjappar,0,4
106213,31,South Indian,357,Coimbatore,Lunch,41,UPI,A2B,100,5
106214,30,South Indian,403,Chennai,Dinner,15,Cash on Delivery,Chinese Wok,50,5
106215,43,Fast Food,276,Madurai,Evening,19,UPI,Anjappar,0,5
106216,45,Chinese,324,Coimbatore,Late Night,41,UPI,Burger King,50,5
106217,25,Biryani,438,Coimbatore,Dinner,21,Credit Card,Anjappar,20,5
106218,31,Chinese,400,Coimbatore,Lunch,37,Debit Card,Dominos,0,4
106219,31,North Indian,374,Coimbatore,Evening,42,Cash on Delivery,Anjappar,30,4
106220,25,Pizza,496,Madurai,Dinner,40,Credit Card,Chinese Wok,0,3
106221,44,Pizza,418,Madurai,Dinner,39,Credit Card,A2B,100,5
106222,41,Fast Food,557,Coimbatore,Dinner,29,Cash on Delivery,Dominos,100,5
106223,26,Fast Food,445,Bangalore,Dinner,20,Credit Card,Dominos,50,4
106224,31,South Indian,425,Madurai,Breakfast,52,Credit Card,Chinese Wok,0,5
106225,23,Biryani,439,Coimbatore,Evening,15,UPI,Saravana Bhavan,0,5
106226,38,North Indian,226,Chennai,Dinner,35,Wallet,A2B,30,4
106227,24,Biryani,498,Trichy,Dinner,28,Credit Card,Local Kitchen,50,5
106228,59,North Indian,654,Bangalore,Dinner,47,Debit Card,Anjappar,0,3
106229,44,Biryani,245,Bangalore,Dinner,34,UPI,Burger King,30,4
106230,31,Pizza,511,Chennai,Breakfast,25,Debit Card,Saravana Bhavan,50,4
106231,36,Biryani,403,Trichy,Late Night,29,Credit Card,KFC,0,4
106232,53,Biryani,492,Bangalore,Late Night,43,UPI,Chinese Wok,0,4
106233,35,Chinese,682,Trichy,Lunch,45,Cash on Delivery,KFC,100,4
106234,26,Fast Food,376,Salem,Lunch,40,Cash on Delivery,KFC,20,5
106235,31,Chinese,578,Salem,Dinner,35,UPI,Burger King,20,4
106236,47,South Indian,360,Trichy,Dinner,24,UPI,Saravana Bhavan,0,4
106237,39,Biryani,800,Chennai,Evening,27,UPI,KFC,0,4
106238,39,North Indian,532,Trichy,Lunch,39,Credit Card,A2B,20,5
106239,49,South Indian,706,Chennai,Evening,44,Credit Card,A2B,30,4
106240,51,Chinese,599,Trichy,Lunch,19,Debit Card,Burger King,30,5
106241,54,South Indian,386,Coimbatore,Evening,17,UPI,Local Kitchen,0,5
106242,22,South Indian,555,Bangalore,Dinner,32,UPI,Hotel Aryaas,50,5
106243,35,Fast Food,512,Chennai,Dinner,36,Debit Card,Dominos,30,4
106244,42,Biryani,485,Madurai,Dinner,36,Wallet,Local Kitchen,50,5
106245,43,South Indian,477,Chennai,Dinner,39,Wallet,Hotel Aryaas,100,5
106246,37,South Indian,684,Coimbatore,Dinner,29,Debit Card,A2B,0,4
106247,25,Fast Food,511,Trichy,Dinner,46,UPI,Hotel Aryaas,20,4
106248,44,Chinese,223,Madurai,Lunch,49,UPI,A2B,0,4
106249,42,Chinese,629,Chennai,Evening,39,Debit Card,A2B,50,4
106250,22,Biryani,253,Coimbatore,Lunch,29,UPI,Dominos,20,5
106251,33,Fast Food,735,Chennai,Late Night,15,UPI,Chinese Wok,50,5
106252,26,Fast Food,217,Bangalore,Dinner,27,Wallet,Burger King,20,5
106253,30,Biryani,582,Salem,Dinner,35,UPI,Burger King,0,4
106254,18,Fast Food,628,Bangalore,Late Night,40,Cash on Delivery,A2B,0,4
106255,31,Biryani,480,Chennai,Dinner,30,UPI,A2B,30,4
106256,35,North Indian,383,Coimbatore,Late Night,33,UPI,Local Kitchen,100,4
106257,38,Chinese,684,Salem,Lunch,51,Credit Card,Dominos,75,4
106258,39,Biryani,331,Chennai,Dinner,23,UPI,SS Hyderabad Biryani,100,5
106259,46,Biryani,228,Bangalore,Dinner,17,Wallet,A2B,50,5
106260,27,Chinese,403,Coimbatore,Dinner,15,Credit Card,SS Hyderabad Biryani,20,5
106261,24,South Indian,557,Madurai,Lunch,43,Debit Card,KFC,30,5
106262,48,Pizza,495,Trichy,Dinner,21,Debit Card,Chinese Wok,50,5
106263,25,North Indian,639,Coimbatore,Evening,30,Cash on Delivery,Saravana Bhavan,20,4
106264,58,South Indian,240,Bangalore,Dinner,42,Cash on Delivery,KFC,0,4
106265,47,Biryani,542,Bangalore,Dinner,49,Credit Card,Anjappar,0,3
106266,34,Pizza,617,Chennai,Lunch,34,Cash on Delivery,KFC,30,5
106267,59,North Indian,482,Chennai,Lunch,24,Debit Card,SS Hyderabad Biryani,0,5
106268,23,South Indian,860,Bangalore,Dinner,37,Debit Card,SS Hyderabad Biryani,30,4
106269,29,Chinese,367,Chennai,Dinner,23,UPI,KFC,75,5
106270,38,Fast Food,476,Trichy,Dinner,33,UPI,Burger King,0,3
106271,30,Fast Food,425,Chennai,Dinner,20,Debit Card,Burger King,0,4
106272,54,Chinese,673,Chennai,Dinner,26,UPI,Anjappar,0,5
106273,21,North Indian,734,Coimbatore,Lunch,56,Credit Card,Local Kitchen,0,4
106274,35,Chinese,348,Chennai,Dinner,45,Credit Card,Burger King,20,5
106275,37,Pizza,317,Coimbatore,Dinner,27,UPI,KFC,30,4
106276,39,Biryani,526,Coimbatore,Dinner,30,Credit Card,SS Hyderabad Biryani,30,5
106277,28,Biryani,453,Madurai,Lunch,41,Credit Card,SS Hyderabad Biryani,50,5
106278,30,South Indian,560,Salem,Lunch,30,UPI,A2B,0,4
106279,47,Biryani,557,Madurai,Lunch,46,UPI,Hotel Aryaas,20,4
106280,26,Chinese,398,Chennai,Late Night,18,UPI,Chinese Wok,20,4
106281,45,Fast Food,246,Salem,Evening,33,Credit Card,Saravana Bhavan,30,4
106282,36,Pizza,398,Coimbatore,Evening,26,Debit Card,Burger King,0,3
106283,43,Pizza,356,Coimbatore,Breakfast,37,UPI,SS Hyderabad Biryani,0,4
106284,41,South Indian,363,Coimbatore,Breakfast,35,UPI,Hotel Aryaas,0,4
106285,26,Biryani,685,Coimbatore,Dinner,34,UPI,Burger King,0,4
106286,36,Chinese,323,Trichy,Dinner,38,Cash on Delivery,Saravana Bhavan,0,4
106287,49,North Indian,293,Coimbatore,Dinner,37,Credit Card,KFC,20,4
106288,32,Chinese,467,Bangalore,Lunch,23,Credit Card,A2B,20,5
106289,58,Biryani,383,Chennai,Evening,33,UPI,A2B,30,5
106290,33,Biryani,580,Madurai,Dinner,33,UPI,A2B,0,3
106291,25,Fast Food,513,Madurai,Lunch,33,Wallet,Local Kitchen,20,4
106292,31,Biryani,541,Coimbatore,Dinner,56,Cash on Delivery,Burger King,100,3
106293,56,Pizza,523,Madurai,Lunch,34,Debit Card,KFC,50,4
106294,29,Pizza,508,Madurai,Lunch,50,UPI,Hotel Aryaas,20,5
106295,49,Fast Food,402,Bangalore,Evening,15,Credit Card,Burger King,30,5
106296,50,Fast Food,480,Bangalore,Late Night,28,Debit Card,KFC,50,4
106297,30,Fast Food,987,Bangalore,Lunch,31,UPI,A2B,0,4
106298,22,North Indian,433,Chennai,Dinner,49,Credit Card,Burger King,0,4
106299,42,South Indian,292,Bangalore,Dinner,15,UPI,Anjappar,30,4
106300,29,Chinese,507,Coimbatore,Lunch,44,UPI,Hotel Aryaas,50,4
106301,44,Fast Food,304,Coimbatore,Lunch,39,UPI,SS Hyderabad Biryani,30,4
106302,33,Chinese,592,Trichy,Late Night,39,Debit Card,Local Kitchen,50,4
106303,34,Fast Food,319,Chennai,Lunch,32,UPI,Chinese Wok,50,4
106304,44,Fast Food,364,Chennai,Dinner,36,Cash on Delivery,Local Kitchen,30,4
106305,31,Chinese,337,Chennai,Late Night,33,UPI,SS Hyderabad Biryani,100,3
106306,33,South Indian,616,Chennai,Lunch,27,UPI,Local Kitchen,30,5
106307,31,Fast Food,578,Chennai,Evening,43,Cash on Delivery,Anjappar,0,3
106308,31,Biryani,535,Salem,Lunch,35,Credit Card,KFC,30,4
106309,35,Fast Food,378,Chennai,Lunch,26,UPI,Hotel Aryaas,30,5
106310,45,Fast Food,525,Bangalore,Lunch,38,UPI,KFC,20,4
106311,30,Chinese,605,Chennai,Dinner,32,UPI,SS Hyderabad Biryani,30,4
106312,35,North Indian,444,Bangalore,Dinner,30,Debit Card,Saravana Bhavan,50,3
106313,40,Biryani,341,Salem,Dinner,17,Credit Card,Anjappar,50,4
106314,28,Fast Food,540,Coimbatore,Late Night,29,Credit Card,Hotel Aryaas,0,4
106315,28,Biryani,627,Trichy,Lunch,28,UPI,SS Hyderabad Biryani,0,4
106316,55,South Indian,588,Salem,Lunch,37,UPI,Dominos,30,4
106317,42,South Indian,612,Bangalore,Lunch,30,Cash on Delivery,Anjappar,20,5
106318,36,Chinese,497,Coimbatore,Lunch,61,Cash on Delivery,Chinese Wok,50,2
106319,39,Fast Food,622,Bangalore,Lunch,19,Debit Card,SS Hyderabad Biryani,0,5
106320,19,South Indian,666,Trichy,Evening,22,Credit Card,Hotel Aryaas,20,4
106321,38,Pizza,431,Chennai,Dinner,29,Wallet,Burger King,20,5
106322,34,North Indian,421,Coimbatore,Late Night,38,Credit Card,Chinese Wok,20,4
106323,35,North Indian,394,Coimbatore,Lunch,31,Debit Card,Anjappar,50,5
106324,30,Pizza,292,Coimbatore,Dinner,28,Debit Card,A2B,0,5
106325,22,North Indian,273,Trichy,Dinner,22,Debit Card,SS Hyderabad Biryani,0,4
106326,26,Fast Food,895,Coimbatore,Evening,38,Credit Card,Local Kitchen,30,5
106327,56,Biryani,216,Coimbatore,Lunch,61,UPI,Burger King,30,5
106328,32,Biryani,426,Bangalore,Late Night,23,UPI,A2B,100,5
106329,33,Chinese,696,Chennai,Dinner,40,Cash on Delivery,Local Kitchen,0,4
106330,20,North Indian,370,Chennai,Late Night,50,UPI,Chinese Wok,20,3
106331,19,Biryani,353,Bangalore,Evening,35,UPI,Hotel Aryaas,50,5
106332,41,Chinese,291,Coimbatore,Evening,37,UPI,Hotel Aryaas,100,3
106333,35,Chinese,437,Coimbatore,Lunch,33,UPI,SS Hyderabad Biryani,100,5
106334,34,North Indian,615,Chennai,Late Night,52,Credit Card,Anjappar,20,4
106335,27,Chinese,406,Bangalore,Lunch,42,Credit Card,KFC,30,4
106336,42,North Indian,459,Trichy,Breakfast,45,Debit Card,Burger King,100,5
106337,25,Fast Food,554,Trichy,Evening,33,UPI,Chinese Wok,100,4
106338,26,Fast Food,333,Chennai,Evening,41,UPI,Saravana Bhavan,0,4
106339,33,South Indian,299,Bangalore,Lunch,33,Credit Card,KFC,20,3
106340,28,Fast Food,595,Trichy,Dinner,42,UPI,Anjappar,50,4
106341,27,Biryani,429,Coimbatore,Evening,30,Cash on Delivery,Chinese Wok,30,4
106342,39,Chinese,296,Salem,Evening,46,Credit Card,Hotel Aryaas,30,5
106343,39,Chinese,799,Trichy,Breakfast,39,Credit Card,Burger King,20,4
106344,45,Chinese,267,Chennai,Dinner,29,UPI,A2B,75,4
106345,32,Fast Food,406,Chennai,Lunch,43,Cash on Delivery,Burger King,0,3
106346,21,South Indian,963,Chennai,Lunch,31,Credit Card,Chinese Wok,0,5
106347,28,Fast Food,484,Chennai,Dinner,22,Credit Card,Anjappar,50,5
106348,59,Biryani,662,Trichy,Lunch,31,Debit Card,A2B,75,5
106349,37,South Indian,333,Salem,Lunch,31,Wallet,Chinese Wok,100,5
106350,41,Biryani,531,Chennai,Dinner,22,UPI,Dominos,20,4
106351,18,Biryani,419,Bangalore,Lunch,39,UPI,Burger King,0,4
106352,34,Chinese,479,Bangalore,Lunch,38,UPI,Burger King,20,3
106353,19,Biryani,349,Coimbatore,Dinner,34,Debit Card,Dominos,0,4
106354,36,North Indian,447,Bangalore,Dinner,42,UPI,SS Hyderabad Biryani,30,5
106355,54,South Indian,819,Salem,Dinner,30,Credit Card,Saravana Bhavan,20,4
106356,58,North Indian,507,Chennai,Evening,19,Debit Card,Local Kitchen,0,4
106357,35,Biryani,692,Chennai,Evening,28,Debit Card,Dominos,0,3
106358,33,South Indian,595,Chennai,Dinner,26,UPI,Dominos,20,5
106359,56,Fast Food,753,Coimbatore,Lunch,30,Debit Card,Hotel Aryaas,75,5
106360,40,Pizza,672,Coimbatore,Lunch,35,Wallet,Local Kitchen,75,4
106361,21,Fast Food,800,Coimbatore,Dinner,54,UPI,Anjappar,30,3
106362,33,Fast Food,446,Bangalore,Evening,19,Debit Card,Saravana Bhavan,20,4
106363,27,Pizza,480,Madurai,Dinner,43,Credit Card,Hotel Aryaas,20,4
106364,33,Fast Food,396,Coimbatore,Lunch,24,UPI,A2B,0,5
106365,33,Biryani,291,Coimbatore,Lunch,39,UPI,Chinese Wok,100,4
106366,36,Fast Food,747,Trichy,Dinner,28,Cash on Delivery,Saravana Bhavan,20,4
106367,30,Chinese,328,Trichy,Evening,36,Credit Card,SS Hyderabad Biryani,20,5
106368,25,Fast Food,254,Chennai,Dinner,50,UPI,SS Hyderabad Biryani,20,3
106369,34,South Indian,385,Coimbatore,Lunch,19,Wallet,Hotel Aryaas,50,4
106370,46,Biryani,602,Trichy,Lunch,37,Debit Card,Local Kitchen,50,4
106371,39,South Indian,727,Chennai,Breakfast,38,UPI,Anjappar,100,4
106372,30,Chinese,596,Coimbatore,Evening,44,Debit Card,SS Hyderabad Biryani,0,4
106373,55,Fast Food,571,Coimbatore,Late Night,35,UPI,Local Kitchen,100,4
106374,53,South Indian,978,Chennai,Dinner,68,UPI,Local Kitchen,30,4
106375,26,Biryani,286,Chennai,Dinner,46,UPI,Hotel Aryaas,100,3
106376,20,Biryani,477,Coimbatore,Dinner,40,UPI,Burger King,50,4
106377,42,Biryani,372,Madurai,Dinner,38,Cash on Delivery,KFC,100,5
106378,46,South Indian,548,Trichy,Evening,40,UPI,Saravana Bhavan,0,4
106379,58,South Indian,384,Salem,Lunch,35,UPI,A2B,30,4
106380,51,North Indian,206,Chennai,Dinner,35,Debit Card,Dominos,100,4
106381,37,Biryani,547,Chennai,Lunch,19,Cash on Delivery,Saravana Bhavan,0,5
106382,35,South Indian,526,Madurai,Evening,40,UPI,Local Kitchen,50,4
106383,19,South Indian,370,Bangalore,Dinner,40,Debit Card,Saravana Bhavan,75,5
106384,27,South Indian,395,Coimbatore,Lunch,38,UPI,Chinese Wok,20,5
106385,33,Pizza,312,Chennai,Lunch,38,UPI,Saravana Bhavan,20,5
106386,38,Biryani,442,Coimbatore,Lunch,42,Credit Card,KFC,75,5
106387,35,Biryani,1200,Coimbatore,Dinner,39,UPI,Hotel Aryaas,30,4
106388,42,Chinese,845,Chennai,Lunch,35,Cash on Delivery,Saravana Bhavan,30,4
106389,28,Fast Food,402,Salem,Evening,37,Cash on Delivery,Burger King,20,4
106390,36,Biryani,474,Chennai,Lunch,46,Debit Card,Chinese Wok,30,3
106391,22,Fast Food,347,Salem,Evening,49,UPI,Chinese Wok,20,5
106392,32,Fast Food,673,Trichy,Lunch,24,UPI,KFC,30,5
106393,43,South Indian,260,Coimbatore,Late Night,30,Debit Card,Dominos,75,4
106394,41,Biryani,309,Madurai,Evening,44,UPI,Saravana Bhavan,75,5
106395,60,Fast Food,226,Bangalore,Dinner,40,UPI,Chinese Wok,0,5
106396,28,South Indian,345,Chennai,Dinner,28,UPI,Burger King,30,5
106397,34,South Indian,332,Coimbatore,Evening,35,UPI,Anjappar,100,5
106398,30,North Indian,283,Bangalore,Lunch,42,UPI,Anjappar,20,4
106399,32,Biryani,363,Bangalore,Evening,53,UPI,Saravana Bhavan,0,4
106400,48,North Indian,472,Bangalore,Dinner,58,UPI,Dominos,0,4
106401,40,South Indian,345,Coimbatore,Evening,16,Credit Card,Saravana Bhavan,20,5
106402,50,Pizza,287,Coimbatore,Breakfast,43,UPI,SS Hyderabad Biryani,75,3
106403,26,South Indian,384,Coimbatore,Breakfast,28,UPI,Hotel Aryaas,75,5
106404,50,South Indian,478,Coimbatore,Lunch,46,UPI,A2B,50,4
106405,21,Pizza,281,Bangalore,Lunch,20,UPI,SS Hyderabad Biryani,100,5
106406,51,North Indian,528,Trichy,Late Night,27,Debit Card,Hotel Aryaas,0,5
106407,30,Fast Food,251,Bangalore,Lunch,32,UPI,Saravana Bhavan,20,5
106408,29,Biryani,383,Madurai,Evening,41,Cash on Delivery,SS Hyderabad Biryani,50,4
106409,34,South Indian,372,Bangalore,Dinner,30,Cash on Delivery,Chinese Wok,75,5
106410,55,North Indian,213,Bangalore,Dinner,27,Cash on Delivery,SS Hyderabad Biryani,0,4
106411,20,Fast Food,882,Bangalore,Evening,17,Cash on Delivery,Dominos,30,5
106412,30,Chinese,446,Chennai,Lunch,27,Debit Card,Dominos,50,5
106413,48,Chinese,355,Salem,Lunch,41,Cash on Delivery,Hotel Aryaas,0,4
106414,31,Pizza,191,Chennai,Evening,49,Debit Card,SS Hyderabad Biryani,0,4
106415,26,South Indian,556,Coimbatore,Evening,24,UPI,Chinese Wok,0,3
106416,32,Fast Food,375,Chennai,Lunch,25,Debit Card,KFC,20,5
106417,31,North Indian,555,Chennai,Lunch,27,Credit Card,Local Kitchen,0,5
106418,53,South Indian,343,Madurai,Late Night,33,UPI,Saravana Bhavan,30,4
106419,43,Chinese,566,Coimbatore,Breakfast,36,Debit Card,A2B,0,5
106420,34,Fast Food,274,Trichy,Evening,31,Cash on Delivery,Saravana Bhavan,20,4
106421,59,Chinese,739,Chennai,Late Night,18,Credit Card,Dominos,20,4
106422,33,Fast Food,421,Chennai,Dinner,15,Credit Card,Chinese Wok,100,4
106423,21,Fast Food,477,Chennai,Evening,29,UPI,Local Kitchen,75,4
106424,28,Chinese,580,Bangalore,Lunch,39,Debit Card,A2B,30,4
106425,32,South Indian,448,Trichy,Late Night,34,UPI,Chinese Wok,0,5
106426,25,Chinese,559,Coimbatore,Breakfast,51,Debit Card,Hotel Aryaas,0,5
106427,56,Fast Food,272,Coimbatore,Dinner,19,UPI,Dominos,20,5
106428,43,South Indian,446,Salem,Dinner,35,UPI,KFC,30,4
106429,28,South Indian,671,Chennai,Breakfast,48,Debit Card,Hotel Aryaas,50,3
106430,37,South Indian,434,Coimbatore,Dinner,31,UPI,KFC,0,5
106431,42,Fast Food,722,Coimbatore,Late Night,21,Cash on Delivery,A2B,0,4
106432,55,Chinese,433,Chennai,Dinner,15,Wallet,Hotel Aryaas,20,5
106433,50,Pizza,457,Chennai,Evening,31,UPI,KFC,20,5
106434,34,Fast Food,300,Chennai,Dinner,29,Cash on Delivery,Dominos,30,4
106435,44,Fast Food,284,Trichy,Dinner,28,Credit Card,Burger King,20,4
106436,36,Chinese,467,Bangalore,Dinner,37,UPI,Anjappar,30,5
106437,35,Chinese,424,Trichy,Dinner,52,Credit Card,Anjappar,75,3
106438,23,Chinese,187,Bangalore,Breakfast,20,Debit Card,Burger King,0,5
106439,24,Chinese,637,Bangalore,Lunch,24,Debit Card,Saravana Bhavan,20,5
106440,35,Fast Food,275,Madurai,Breakfast,33,Credit Card,Hotel Aryaas,20,5
106441,28,Fast Food,448,Trichy,Lunch,41,UPI,Chinese Wok,30,4
106442,19,Fast Food,458,Chennai,Breakfast,30,Debit Card,Hotel Aryaas,75,4
106443,42,Biryani,616,Coimbatore,Evening,40,UPI,Local Kitchen,75,5
106444,19,Chinese,762,Madurai,Lunch,20,UPI,Dominos,75,4
106445,37,Biryani,760,Salem,Dinner,34,Debit Card,Saravana Bhavan,0,4
106446,35,North Indian,445,Salem,Dinner,34,Credit Card,Saravana Bhavan,20,4
106447,58,Pizza,666,Bangalore,Dinner,50,UPI,SS Hyderabad Biryani,20,4
106448,34,Pizza,502,Chennai,Evening,45,Debit Card,Saravana Bhavan,30,4
106449,21,North Indian,447,Chennai,Lunch,35,UPI,Burger King,50,4
106450,35,Fast Food,371,Salem,Evening,24,Debit Card,Chinese Wok,20,5
106451,47,Pizza,331,Coimbatore,Dinner,15,Credit Card,Saravana Bhavan,20,5
106452,60,Biryani,606,Chennai,Dinner,25,Credit Card,KFC,30,5
106453,32,Biryani,320,Salem,Breakfast,56,Credit Card,Saravana Bhavan,30,4
106454,29,Pizza,462,Chennai,Dinner,16,UPI,SS Hyderabad Biryani,75,5
106455,52,Biryani,630,Madurai,Dinner,25,Debit Card,Hotel Aryaas,0,4
106456,26,North Indian,326,Bangalore,Dinner,35,Cash on Delivery,Chinese Wok,50,4
106457,38,Chinese,458,Chennai,Lunch,47,Cash on Delivery,Hotel Aryaas,50,4
106458,32,Chinese,396,Coimbatore,Dinner,21,Debit Card,Hotel Aryaas,75,5
106459,20,Fast Food,429,Chennai,Evening,39,Wallet,Saravana Bhavan,75,4
106460,30,Chinese,484,Bangalore,Evening,26,Credit Card,SS Hyderabad Biryani,0,4
106461,28,Biryani,403,Coimbatore,Evening,22,UPI,Saravana Bhavan,30,5
106462,40,Pizza,675,Chennai,Lunch,28,Debit Card,Dominos,30,4
106463,56,Biryani,252,Salem,Lunch,34,Cash on Delivery,KFC,50,4
106464,28,Chinese,576,Coimbatore,Breakfast,21,UPI,Saravana Bhavan,100,5
106465,45,Fast Food,411,Chennai,Lunch,45,UPI,Chinese Wok,0,5
106466,20,Biryani,272,Chennai,Lunch,48,Wallet,Anjappar,30,4
106467,35,South Indian,404,Chennai,Lunch,27,Debit Card,Local Kitchen,30,5
106468,21,Biryani,903,Salem,Lunch,42,UPI,Burger King,0,3
106469,55,Chinese,342,Coimbatore,Dinner,19,Credit Card,Anjappar,50,5
106470,43,Fast Food,339,Coimbatore,Dinner,32,UPI,Burger King,30,5
106471,39,Fast Food,478,Trichy,Lunch,42,UPI,Anjappar,50,5
106472,45,South Indian,571,Bangalore,Lunch,41,UPI,SS Hyderabad Biryani,50,4
106473,39,Fast Food,628,Coimbatore,Dinner,35,UPI,KFC,0,3
106474,58,Fast Food,656,Trichy,Dinner,46,Credit Card,Hotel Aryaas,50,5
106475,41,Pizza,397,Madurai,Lunch,27,UPI,Anjappar,75,5
106476,54,Biryani,509,Chennai,Dinner,35,Cash on Delivery,Burger King,30,5
106477,34,Biryani,230,Bangalore,Lunch,35,Debit Card,Burger King,75,5
106478,24,Fast Food,412,Salem,Dinner,38,UPI,Dominos,0,5
106479,35,South Indian,583,Coimbatore,Late Night,40,UPI,Saravana Bhavan,75,4
106480,24,South Indian,259,Madurai,Lunch,21,Wallet,Anjappar,100,5
106481,37,Fast Food,532,Salem,Late Night,41,Credit Card,Chinese Wok,20,4
106482,34,Pizza,311,Madurai,Lunch,22,UPI,Saravana Bhavan,20,5
106483,38,Biryani,256,Chennai,Dinner,43,UPI,Burger King,50,3
106484,18,South Indian,339,Chennai,Evening,52,UPI,SS Hyderabad Biryani,20,5
106485,26,Fast Food,513,Bangalore,Dinner,29,Debit Card,Saravana Bhavan,100,4
106486,34,Chinese,561,Chennai,Breakfast,25,Credit Card,KFC,20,5
106487,56,North Indian,323,Salem,Dinner,51,Wallet,Hotel Aryaas,0,4
106488,31,South Indian,1090,Coimbatore,Dinner,33,Wallet,Dominos,75,4
106489,32,North Indian,526,Coimbatore,Evening,21,UPI,Anjappar,0,4
106490,41,Fast Food,371,Madurai,Lunch,25,Wallet,Local Kitchen,100,5
106491,37,Biryani,385,Bangalore,Lunch,25,Wallet,Anjappar,30,5
106492,29,Biryani,751,Coimbatore,Dinner,46,Debit Card,Chinese Wok,20,4
106493,32,Fast Food,616,Chennai,Dinner,24,UPI,Chinese Wok,50,5
106494,27,Fast Food,416,Bangalore,Evening,15,UPI,Hotel Aryaas,50,4
106495,58,Biryani,428,Trichy,Dinner,33,UPI,A2B,20,3
106496,24,South Indian,210,Madurai,Lunch,37,UPI,Dominos,0,4
106497,31,Fast Food,755,Coimbatore,Evening,40,Cash on Delivery,KFC,75,4
106498,19,Biryani,315,Chennai,Lunch,15,Wallet,Anjappar,100,5
106499,27,Fast Food,374,Trichy,Dinner,32,Debit Card,Burger King,100,5
106500,44,Pizza,384,Salem,Late Night,30,Debit Card,Saravana Bhavan,20,5
106501,26,Fast Food,880,Coimbatore,Dinner,38,UPI,Dominos,30,5
106502,22,Chinese,454,Madurai,Lunch,15,Credit Card,KFC,100,5
106503,33,South Indian,638,Coimbatore,Dinner,36,Debit Card,SS Hyderabad Biryani,20,5
106504,18,South Indian,208,Bangalore,Breakfast,36,UPI,Saravana Bhavan,50,5
106505,22,Fast Food,371,Trichy,Lunch,45,Debit Card,A2B,100,3
106506,45,Fast Food,541,Chennai,Lunch,38,UPI,Local Kitchen,0,5
106507,43,South Indian,442,Bangalore,Lunch,41,UPI,SS Hyderabad Biryani,50,5
106508,53,Fast Food,1013,Chennai,Dinner,22,Credit Card,Saravana Bhavan,50,5
106509,48,Biryani,590,Coimbatore,Evening,33,Credit Card,KFC,20,4
106510,40,Biryani,549,Bangalore,Late Night,47,Debit Card,Local Kitchen,100,4
106511,20,Pizza,323,Chennai,Lunch,29,Credit Card,KFC,75,4
106512,44,South Indian,615,Bangalore,Evening,42,UPI,SS Hyderabad Biryani,100,4
106513,47,Chinese,765,Coimbatore,Lunch,24,Wallet,Chinese Wok,30,4
106514,44,South Indian,431,Bangalore,Lunch,32,Debit Card,KFC,0,4
106515,34,Pizza,476,Chennai,Late Night,18,Cash on Delivery,Local Kitchen,20,4
106516,27,South Indian,873,Madurai,Evening,33,Debit Card,Hotel Aryaas,50,4
106517,47,South Indian,648,Bangalore,Late Night,26,UPI,Burger King,20,3
106518,42,North Indian,363,Salem,Evening,45,Wallet,Chinese Wok,0,4
106519,59,Chinese,862,Salem,Lunch,54,Wallet,Saravana Bhavan,100,4
106520,25,Biryani,561,Coimbatore,Lunch,17,UPI,Saravana Bhavan,20,5
106521,27,Biryani,499,Chennai,Dinner,22,UPI,Chinese Wok,0,5
106522,27,Pizza,697,Bangalore,Breakfast,43,Wallet,SS Hyderabad Biryani,30,3
106523,44,Pizza,577,Bangalore,Late Night,26,UPI,Local Kitchen,30,5
106524,26,South Indian,392,Chennai,Evening,33,Cash on Delivery,Dominos,20,4
106525,21,South Indian,578,Chennai,Lunch,49,UPI,Hotel Aryaas,20,5
106526,60,Chinese,358,Bangalore,Dinner,49,Debit Card,A2B,0,4
106527,19,South Indian,697,Salem,Lunch,21,Debit Card,Local Kitchen,20,5
106528,46,Chinese,446,Trichy,Breakfast,53,Wallet,Local Kitchen,30,4
106529,30,Biryani,280,Chennai,Dinner,41,Debit Card,SS Hyderabad Biryani,100,4
106530,47,North Indian,411,Coimbatore,Evening,44,UPI,Saravana Bhavan,100,5
106531,35,Chinese,643,Chennai,Evening,27,Credit Card,KFC,0,5
106532,52,Chinese,408,Coimbatore,Lunch,26,UPI,A2B,75,5
106533,54,Fast Food,491,Madurai,Breakfast,17,Credit Card,SS Hyderabad Biryani,20,5
106534,18,Biryani,198,Madurai,Evening,22,UPI,Local Kitchen,30,5
